"Index","Company","TypeName","Inches","resolution_width","resolution_height","touchscreen","cpu_brand","cpu_name","cpu_speed","Ram","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight","Price"
184,"Toshiba","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,8,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,42251
185,"Xiaomi","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",256,0,"Nvidia"," GeForce MX150","N/A",2.0,63883
186,"Dell","Notebook",17.3,1080,1920,1,"Intel","Core i7",1.8,16,"SSD",512,0,"Nvidia"," GeForce 150MX","Windows",3.0,82531
187,"Dell","Notebook",15.6,2160,3840,1,"Intel","Core i7",2.8,16,"SSD",512,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,127712
188,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","N/A",2.0,41505
189,"Acer","Ultrabook",13.3,1080,1920,0,"Intel","Core i5",1.2,8,"SSD",256,0,"Intel"," HD Graphics 615","Windows",1.0,52694
190,"Dell","Notebook",17.3,1080,1920,0,"Intel","Core i7",1.8,8,"Hybrid",128,1,"AMD"," Radeon 530","Windows",3.0,57809
192,"Vero","Notebook",14.0,1080,1920,0,"Intel","Celeron Dual",1.1,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",1.0,13853
193,"Xiaomi","Ultrabook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce MX150","N/A",1.0,53275
194,"Lenovo","Notebook",17.3,900,1600,0,"Intel","Core i5",1.6,8,"SSD",256,0,"Nvidia"," GeForce MX150","N/A",3.0,37189
195,"Dell","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",1.8,8,"HDD",1,0,"Intel"," UHD Graphics 620","Windows",2.0,44702
196,"HP","Notebook",17.3,1080,1920,0,"Intel","Core i5",1.6,8,"HDD",1,0,"Nvidia"," GeForce 930MX","Windows",3.0,48698
197,"Razer","Gaming",17.3,2160,3840,1,"Intel","Core i7",2.9,32,"SSD",1,0,"Nvidia"," GeForce GTX 1080","Windows",3.0,324955
198,"HP","Notebook",13.3,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",512,0,"Intel"," UHD Graphics 620","Windows",1.0,51096
199,"HP","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050","Windows",3.0,73473
200,"HP","Notebook",17.3,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"Nvidia"," GeForce 930MX ","Windows",3.0,55678
201,"Dell","Gaming",15.6,2160,3840,0,"Intel","Core i7",2.8,16,"Hybrid",512,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,98302
202,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i5",2.3,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",2.0,26267
203,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"Nvidia"," GeForce 940MX","Windows",2.0,39534
204,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",512,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,93187
205,"Dell","Workstation",15.6,2160,3840,0,"Intel","Xeon E3-1505M",3.0,16,"Hybrid",256,1,"Nvidia"," Quadro M1200","Windows",3.0,162770
206,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"SSD",512,0,"Nvidia"," GeForce GTX 1060","N/A",2.0,74485
207,"Dell","Notebook",15.6,768,1366,1,"Intel","Core i3",2.4,6,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,23390
208,"Dell","Ultrabook",13.3,2160,3840,1,"Intel","Core i7",1.8,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",1.0,103843
209,"Dell","Ultrabook",13.3,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",0.0,77203
211,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Linux",2.0,41505
212,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050","Windows",3.0,74965
213,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","N/A",2.0,18595
214,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","N/A",2.0,29251
215,"Huawei","Ultrabook",13.0,1440,2160,0,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,79867
216,"Dell","Ultrabook",13.3,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"AMD"," Radeon 530","Windows",1.0,49651
217,"Lenovo","Notebook",17.3,900,1600,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Nvidia"," GeForce GTX 940MX","N/A",3.0,31382
218,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"Nvidia"," GeForce 930MX","Windows",2.0,54932
219,"Dell","Ultrabook",14.0,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",2.0,61219
220,"Dell","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",1.8,16,"SSD",512,0,"Intel"," UHD Graphics 620","Windows",2.0,68145
221,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",256,0,"AMD"," Radeon 520","Linux",2.0,36089
222,"Lenovo","2 in 1 Convertible",14.0,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",2.0,47899
223,"Toshiba","Ultrabook",13.3,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,72621
224,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,8,"HDD",1,0,"Intel"," UHD Graphics 620","Windows",2.0,42304
225,"Dell","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","Windows",4.0,130874
226,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Nvidia"," GeForce 940MX","Windows",2.0,44329
227,"Dell","Notebook",15.6,1080,1920,1,"Intel","Core i7",2.7,16,"HDD",1,0,"AMD"," Radeon R7 M445","Windows",2.0,45768
228,"Asus","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce 920MX ","Windows",2.0,40972
229,"Asus","Notebook",17.3,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",256,500,"Nvidia"," GeForce GTX 950M","Windows",3.0,47472
230,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"AMD"," FirePro W4190M ","Windows",2.0,67612
231,"Asus","Notebook",15.6,768,1366,0,"Intel","Core i3",2.4,4,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,21258
232,"HP","Notebook",15.6,768,1366,0,"AMD","E-Series 9000e",1.5,4,"HDD",500,0,"AMD"," Radeon R2","Windows",2.0,17582
233,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,79867
234,"Dell","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,45768
235,"Acer","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,36710
236,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",256,0,"AMD"," Radeon R7 M445","Linux",2.0,47899
237,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Intel"," HD Graphics 520","Linux",2.0,20779
238,"Asus","Notebook",15.6,1080,1920,0,"AMD","A10-Series A10-9620P",2.5,4,"Hybrid",128,1,"AMD"," Radeon R5 M430","Windows",2.0,30636
239,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.9,32,"Hybrid",512,1,"Nvidia"," GeForce GTX 1080","Windows",5.0,207259
240,"Acer","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,45075
241,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,8,"SSD",128,0,"Intel"," HD Graphics 520","Windows",7.0,31382
242,"Asus","Notebook",17.3,1080,1920,0,"Intel","Core i7",1.8,8,"Hybrid",128,1,"Nvidia"," GeForce 150MX","Windows",2.0,61006
243,"Asus","Notebook",17.3,1080,1920,0,"Intel","Core i7",2.7,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 950M","N/A",3.0,47366
244,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,46833
245,"Lenovo","2 in 1 Convertible",13.9,1080,1920,1,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,57489
246,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"Hybrid",128,2,"AMD"," Radeon 530","Windows",2.0,52481
247,"HP","Notebook",15.6,768,1366,1,"Intel","Core i5",2.5,8,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,29784
248,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.9,16,"SSD",256,0,"Nvidia"," GeForce GTX 1080","Windows",4.0,159787
249,"HP","Notebook",13.3,1080,1920,0,"Intel","Core i5",1.6,4,"HDD",500,0,"Intel"," UHD Graphics 620","Windows",1.0,35964
250,"Apple","Ultrabook",13.3,1600,2560,0,"Intel","Core i5",3.1,8,"SSD",512,0,"Intel"," Iris Plus Graphics 650","MacOS",1.0,108691
251,"Dell","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i7",1.8,8,"HDD",1,0,"Intel"," UHD Graphics 620","Windows",2.0,43636
252,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 980M","Windows",4.0,95851
253,"Asus","Notebook",15.6,768,1366,0,"AMD","A9-Series 9420",3.0,4,"HDD",1,0,"AMD"," Radeon R5 M420","Windows",2.0,24988
254,"Lenovo","2 in 1 Convertible",13.9,1080,1920,1,"Intel","Core i7",1.8,8,"SSD",512,0,"Intel"," UHD Graphics 620","Windows",1.0,98515
255,"Acer","Notebook",17.3,1080,1920,0,"Intel","Core i3",2.7,4,"SSD",256,0,"Nvidia"," GeForce MX130","Windows",3.0,37403
256,"Dell","Ultrabook",13.3,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",1.0,50563
257,"HP","Notebook",15.6,768,1366,0,"AMD","A6-Series A6-9220",2.5,8,"SSD",128,0,"AMD"," Radeon R4 Graphics","Windows",2.0,23758
258,"HP","Notebook",17.3,1080,1920,0,"Intel","Core i7",1.8,16,"HDD",1,0,"Nvidia"," GeForce MX150","Windows",3.0,56424
259,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",512,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,133147
260,"Lenovo","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i7",2.8,8,"SSD",512,0,"Nvidia"," GeForce GTX 1050M","Windows",2.0,90523
261,"Dell","Notebook",17.3,1080,1920,0,"Intel","Core i7",1.8,8,"Hybrid",128,1,"AMD"," Radeon 530","Windows",3.0,60846
262,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"SSD",256,0,"Intel"," HD Graphics 520","N/A",2.0,23656
263,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,38468
264,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,35005
265,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"AMD"," Radeon R5 M430","Windows",2.0,30103
266,"Dell","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i5",1.6,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",3.0,42571
267,"Asus","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",1.8,8,"SSD",512,512,"Intel"," UHD Graphics 620","Windows",4.0,79867
269,"HP","Notebook",17.3,1080,1920,0,"Intel","Core i7",1.8,8,"HDD",1,0,"Nvidia"," GeForce 930MX ","Windows",3.0,54239
270,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",2.0,46886
271,"Apple","Ultrabook",13.3,1600,2560,0,"Intel","Core i5",2.9,8,"SSD",512,0,"Intel"," Iris Graphics 550","MacOS",1.0,104370
272,"Asus","Gaming",17.3,1080,1920,0,"AMD","Ryzen 1700",3.0,16,"Hybrid",256,1,"AMD"," Radeon RX 580","Windows",3.0,82531
273,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"AMD"," Radeon 520","Linux",2.0,39165
274,"Lenovo","2 in 1 Convertible",14.0,1440,2560,1,"Intel","Core i7",2.6,16,"SSD",512,0,"Intel"," HD Graphics 520","Windows",1.0,133147
275,"Toshiba","Notebook",15.6,768,1366,0,"Intel","Core i7",2.5,8,"HDD",500,0,"Nvidia"," GeForce 930M","Windows",2.0,43263
276,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i7",2.7,12,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,37992
277,"Dell","Notebook",17.3,1080,1920,0,"Intel","Core i7",1.8,8,"Hybrid",128,1,"AMD"," Radeon 530","Linux",3.0,58555
278,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"HDD",1,0,"Nvidia"," GeForce MX130","Windows",2.0,39694
279,"Lenovo","Notebook",17.3,900,1600,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Intel"," HD Graphics 520","Windows",3.0,26054
280,"Lenovo","Notebook",17.3,1080,1920,0,"Intel","Core i7",1.8,8,"HDD",2,0,"Nvidia"," GeForce MX150","N/A",3.0,45235
281,"Lenovo","Notebook",17.3,900,1600,0,"Intel","Core i7",2.7,6,"Hybrid",128,1,"Nvidia"," GeForce 940MX","Windows",3.0,45768
282,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",1,0,"AMD"," Radeon R5 M430","Linux",2.0,22804
283,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,44169
284,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,6,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,30849
285,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"Nvidia"," GeForce MX150","Windows",3.0,50669
286,"Acer","Notebook",15.6,1080,1920,1,"Intel","Core i7",2.7,12,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,35112
287,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 630","Windows",2.0,58448
288,"Asus","Ultrabook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce 940MX","Windows",2.0,52055
289,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,62817
290,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"Nvidia"," GeForce 940MX","N/A",2.0,35112
291,"Acer","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.5,2,"SSD",16,0,"Intel"," HD Graphics","Other",2.0,10603
292,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,63243
293,"HP","Notebook",17.3,900,1600,0,"Intel","Core i3",2.0,8,"HDD",1,0,"Intel"," HD Graphics 520","Windows",3.0,26054
294,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,97449
295,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",2.0,39374
296,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"HDD",1,0,"Nvidia"," GeForce GTX 1060","Windows",3.0,69211
297,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050 Ti","Linux",3.0,52161
298,"Dell","Workstation",17.3,1080,1920,0,"Intel","Core i7",2.9,16,"SSD",256,0,"Nvidia"," Quadro M1200","Windows",3.0,153705
299,"Lenovo","Notebook",15.6,1080,1920,0,"AMD","A10-Series 9600P",2.4,6,"HDD",1,0,"AMD"," Radeon R5 430","Windows",2.0,26587
300,"Asus","Ultrabook",15.6,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",512,0,"Nvidia"," GeForce 940MX","Windows",2.0,78215
301,"Asus","Notebook",14.0,768,1366,0,"Intel","Core i3",2.4,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",1.0,27120
302,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",3.0,113060
303,"Lenovo","Notebook",17.3,900,1600,0,"Intel","Core i5",2.5,6,"HDD",1,0,"Nvidia"," GeForce GTX 940M","Windows",6.0,34579
304,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,8,"HDD",2,0,"Nvidia"," GeForce 940MX","N/A",2.0,29251
305,"Asus","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,67399
306,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Pentium Quad",1.1,4,"HDD",1,0,"Intel"," HD Graphics 505","N/A",2.0,19180
307,"HP","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",2.8,16,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,105228
308,"Toshiba","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",256,0,"Nvidia"," GeForce 930M","Windows",2.0,55571
309,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",128,1,"Nvidia"," GeForce 940MX","Windows",2.0,43636
310,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Intel"," HD Graphics 520","Windows",2.0,24988
311,"Lenovo","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,53227
312,"Dell","Ultrabook",13.3,2160,3840,1,"Intel","Core i7",1.8,16,"SSD",1,0,"Intel"," UHD Graphics 620","Windows",1.0,133147
313,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",3.0,111835
314,"Acer","Notebook",15.6,1080,1920,0,"AMD","A8-Series 7410",2.2,8,"SSD",256,0,"AMD"," Radeon R5","Windows",2.0,24988
315,"Asus","2 in 1 Convertible",11.6,768,1366,1,"Intel","Celeron Dual",1.1,2,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",1.0,14652
316,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,8,"Hybrid",128,1,"AMD"," Radeon 530","Windows",2.0,44968
317,"HP","2 in 1 Convertible",13.3,2160,3840,1,"Intel","Core i7",1.8,16,"SSD",1,0,"Intel"," UHD Graphics 620","Windows",1.0,130483
318,"Lenovo","Notebook",13.3,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",16,0,"Intel"," HD Graphics 510","Other",1.0,24503
319,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,52214
320,"Acer","Notebook",11.6,768,1366,0,"Intel","Pentium Quad",1.6,4,"Flash Storage",128,0,"Intel"," HD Graphics 405","Windows",1.0,25841
321,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,68838
322,"Lenovo","Notebook",17.3,900,1600,0,"Intel","Core i5",2.5,4,"HDD",1,0,"Nvidia"," GeForce 920MX","Windows",3.0,31382
323,"Asus","Notebook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,58288
324,"HP","Notebook",15.6,768,1366,0,"Intel","Core i7",1.8,8,"HDD",1,0,"Intel"," UHD Graphics 620","Windows",2.0,48059
325,"Acer","Notebook",15.6,768,1366,0,"AMD","A12-Series 9720P",2.7,8,"SSD",256,0,"AMD"," Radeon RX 540","Windows",2.0,35112
326,"Lenovo","Notebook",14.0,768,1366,0,"Intel","Celeron Dual",1.1,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",1.0,15558
327,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,6,"HDD",1,0,"Intel"," HD Graphics 620","Windows",8.0,29251
328,"Asus","Ultrabook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Nvidia"," GeForce 940MX","Windows",2.0,55939
329,"HP","Ultrabook",12.5,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,71129
330,"Dell","Notebook",15.6,2160,3840,1,"Intel","Core i7",2.8,32,"SSD",1,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,140606
331,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,63883
332,"Toshiba","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,50243
333,"Asus","Notebook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"Hybrid",256,1,"Intel"," HD Graphics 620","Windows",2.0,71076
334,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Intel"," HD Graphics 520","Windows",2.0,23923
335,"Asus","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,53227
336,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.6,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,67559
338,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,60952
339,"Asus","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.1,4,"HDD",1,0,"Intel"," HD Graphics 500","Linux",2.0,14651
340,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",256,0,"Nvidia"," GeForce 940MX","Windows",2.0,60886
341,"Dell","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"HDD",500,0,"Intel"," HD Graphics","Linux",2.0,14647
342,"Lenovo","Notebook",15.6,1080,1920,0,"AMD","A12-Series 9720P",3.6,12,"HDD",2,0,"AMD"," Radeon 530","Windows",2.0,47899
343,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.4,8,"HDD",1,0,"Nvidia"," GeForce 930MX ","Windows",2.0,38148
344,"Lenovo","2 in 1 Convertible",13.9,2160,3840,1,"Intel","Core i7",1.8,16,"SSD",512,0,"Intel"," UHD Graphics 620","Windows",1.0,111835
345,"Dell","Ultrabook",13.3,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",1.0,84129
346,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,2,"Nvidia"," GeForce GTX 1050 Ti","Windows",2.0,60153
347,"HP","Notebook",14.0,768,1366,0,"Intel","Celeron Dual",1.6,2,"Flash Storage",32,0,"Intel"," HD Graphics 400","Windows",1.0,14865
348,"Dell","Ultrabook",15.6,1080,1920,0,"Intel","Core i7",1.9,16,"SSD",512,256,"Intel"," UHD Graphics 620","Windows",2.0,85672
349,"Asus","2 in 1 Convertible",11.6,768,1366,1,"Intel","Celeron Dual",1.1,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",2.0,19980
350,"Dell","Ultrabook",15.6,1080,1920,0,"Intel","Core i5",1.6,8,"HDD",1,0,"AMD"," Radeon 530","Windows",0.0,35325
352,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,69477
353,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,75072
354,"HP","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," Quadro M1200","Windows",3.0,92615
355,"Toshiba","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.5,16,"SSD",512,0,"Nvidia"," GeForce 930M","Windows",2.0,74752
356,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"Hybrid",128,2,"AMD"," Radeon 530","Windows",2.0,51730
357,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.1,4,"HDD",1,0,"Intel"," HD Graphics 500","N/A",2.0,17156
358,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,53227
359,"Dell","Notebook",15.6,768,1366,1,"Intel","Core i5",2.5,8,"HDD",2,0,"Intel"," HD Graphics 620","Windows",2.0,29697
360,"Dell","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.6,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,76031
361,"HP","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,23390
362,"Asus","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,50350
363,"Lenovo","Notebook",17.3,900,1600,0,"Intel","Core i5",2.5,6,"Hybrid",128,1,"Nvidia"," GeForce GTX 940MX","Windows",3.0,38308
364,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,34046
365,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,8,"SSD",256,0,"Nvidia"," GeForce 920MX ","N/A",2.0,26587
